adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/cjRUhKyt2Jo3V1KNzc5tpPNfccG.jpg,"[878, 28, 12]",320288,en,Dark Phoenix,"The X-Men face their most formidable and powerful foe when one of their own, Jean Grey, starts to spiral out of control. During a rescue mission in outer space, Jean is nearly killed when she's hit by a mysterious cosmic force. Once she returns home, this force not only makes her infinitely more powerful, but far more unstable. The X-Men must now band together to save her soul and battle aliens that want to use Grey's new abilities to rule the galaxy.",399.363,/cCTJPelKGLhALq3r51A9uMonxKj.jpg,2019-06-05,Dark Phoenix,False,5.976,6285
False,/gG9fTyDL03fiKnOpf2tr01sncnt.jpg,"[28, 878, 14]",526896,en,Morbius,"Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",406.612,/6JjfSchsU6daXk2AKX8EEBjO3Fm.jpg,2022-03-30,Morbius,False,6.0,4118
False,/5fxTB08O7CW1hAcN2MWOKodp1h1.jpg,"[18, 35]",615777,en,Babylon,"A tale of outsized ambition and outrageous excess, tracing the rise and fall of multiple characters in an era of unbridled decadence and depravity during Hollywood's transition from silent films to sound films in the late 1920s.",403.913,/wjOHjWCUE0YzDiEzKv8AfqHj3ir.jpg,2022-12-22,Babylon,False,7.4,2825
False,/ufy3U0Kf9fvbgm6DEhJS68RERys.jpg,[28],597891,en,Kate,A ruthless criminal operative has less than 24 hours to exact revenge on her enemies and in the process forms an unexpected bond with the daughter of one of her past victims.,438.806,/uJgdT1boTSP0dDIjdTgGleg71l4.jpg,2021-09-10,Kate,False,6.642,1439
False,/ruF3Lmd4A8MHbnEBE6lxPMbsHGL.jpg,"[9648, 18]",15,en,Citizen Kane,"Newspaper magnate Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.",401.495,/sav0jxhqiH0bPr2vZFU0Kjt2nZL.jpg,1941-04-17,Citizen Kane,False,8.008,5320
False,/504GSaoxBA5nLlcMsJfjzLZEKUp.jpg,"[10749, 18]",937287,en,Challengers,"Tennis player turned coach Tashi has taken her husband, Art, and transformed him into a world-famous Grand Slam champion. To jolt him out of his recent losing streak, she signs him up for a ""Challenger"" event — close to the lowest level of pro tournament — where he finds himself standing across the net from his former best friend and Tashi's former boyfriend.",321.569,/H6vke7zGiuLsz4v4RPeReb9rsv.jpg,2024-04-18,Challengers,False,7.278,886
False,/bmAzESah8IUNRQX5MqeyUrhE5Pr.jpg,"[9648, 878]",2666,en,Dark City,"A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.",415.822,/AdBe2ow8hdlT2aLBYuUjs0Xkqkw.jpg,1998-02-27,Dark City,False,7.323,2703
False,/ulMscezy9YX0bhknvJbZoUgQxO5.jpg,"[18, 878, 10752]",281338,en,War for the Planet of the Apes,"Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.",266.392,/mMA1qhBFgZX8O36qPPTC016kQl1.jpg,2017-07-11,War for the Planet of the Apes,False,7.195,8626
False,/hO1oTBGNxO5fBKVEuWnSpICJH7c.jpg,"[27, 53]",424139,en,Halloween,"Laurie Strode comes to her final confrontation with Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.",373.309,/f7JAX5EGk4GgsEnus6OxyzwpFp7.jpg,2018-10-18,Halloween,False,6.556,4550
False,/6aoyUbvu0419XLKLIMoH0TkEicH.jpg,"[80, 18]",103,en,Taxi Driver,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,368.216,/ekstpH614fwDX8DUln1a2Opz0N8.jpg,1976-02-09,Taxi Driver,False,8.151,11835
False,/oZwwwezJFlHmQGBRJDLmENXwOIt.jpg,"[9648, 27, 878]",378018,en,The Void,"In the middle of a routine patrol, officer Daniel Carter happens upon a blood-soaked figure limping down a deserted stretch of road. He rushes the young man to a nearby rural hospital staffed by a skeleton crew, only to discover that patients and personnel are transforming into something inhuman. As the horror intensifies, Carter leads the other survivors on a hellish voyage into the subterranean depths of the hospital in a desperate bid to end the nightmare before it's too late.",387.494,/c0WLRyT0AmUi41nVXBnqmJshIBn.jpg,2016-09-22,The Void,False,5.949,1175
False,/7IgL9NzlXSSHXyYoZHXVJEKQhkg.jpg,"[16, 35]",1284004,en,May the 12th Be with You,"It's Mother's Day and Marge Simpson joins the moms of Disney+ on a special holiday outing that turns into an epic galactic adventure filled with heroes, villains, and Stewie from Family Guy.",260.244,/sHJ2OIgpcpSmhqXkuSWxZ3nwg1S.jpg,2024-05-09,May the 12th Be with You,False,5.289,19
False,/4OwkbRacTGBkHRehVbmtsLoV84u.jpg,"[27, 14, 28, 9648]",1034751,es,Vampiras: The Brides,"After more than 300 years in hiding, Dracula's brides, Luna, Adriana and his new apprentice Katya, must team up once again to stop the most diabolical threat from their past, his sister Mina.",244.283,/vGl6JzSvwfTllfw4UZ9MD8nD42Y.jpg,2024-02-07,Vampiras: The Brides,False,6.4,18
False,/sctvs9cUwJD15qlTlrsh2BXsK75.jpg,"[28, 80, 18]",111,en,Scarface,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",324.007,/iQ5ztdjvteGeboxtmRdXEChJOHh.jpg,1983-12-09,Scarface,False,8.169,11401
False,/hFtJz4TvoiJJcw2ZOMdhK22aU9P.jpg,[14],617127,en,Blade,A film set in the Marvel Cinematic Universe (MCU) based on the Marvel Comics character of the same name.,394.008,/fKqA4rgVJwrM7Gb3tQ9TGHnu8Tr.jpg,2025-11-05,Blade,False,0.0,0
False,/uBHeAB2Ug9ELBzkMyls8CUjzn4i.jpg,"[28, 878, 53]",64635,en,Total Recall,"Factory worker Doug Quaid takes a virtual mind-trip vacation with the Rekall company, opting for implanted memories of being a spy. When the procedure goes wrong, Quaid becomes a wanted man by the police and joins forces with a rebel fighter to stop the evil Chancellor Cohaagen.",384.932,/4M5urSlUyR2PtVBIoW9hLG9NQCQ.jpg,2012-08-02,Total Recall,False,6.014,5324
False,/goCvLSUFz0p7k8R10Hv4CVh3EQv.jpg,"[28, 80]",339403,en,Baby Driver,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",344.998,/rmnQ9jKW72bHu8uKlMjPIb2VLMI.jpg,2017-06-28,Baby Driver,False,7.451,15264
False,/goCvLSUFz0p7k8R10Hv4CVh3EQv.jpg,"[28, 80]",339403,en,Baby Driver,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",344.998,/rmnQ9jKW72bHu8uKlMjPIb2VLMI.jpg,2017-06-28,Baby Driver,False,7.451,15264
False,/a8VgPlIQaX2WfUfYxhF4ItpkTO.jpg,"[18, 53]",812037,fr,L'été dernier,"One summer, a French teenager who has been living with his mother in the city moves in with his estranged father’s family in the countryside, where he clashes with his stepmother.",220.096,/8WwVhNc2dPtmPiwnm5MdKRHmeUQ.jpg,2023-09-13,Last Summer,False,5.881,109
False,/iwgl8zlrrfvfWp9k9Paj8lvFEvS.jpg,"[80, 9648, 53]",807,en,Se7en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",333.94,/6yoghtyTpznpBik8EngEmJskVUO.jpg,1995-09-22,Se7en,False,8.373,20406
False,/8aqTmCHLkktH7RZNALeaOMneHSl.jpg,"[27, 35]",16281,en,Creepshow,"Five tales in the style of classic '50s horror comics, involving a murdered man emerging from the grave, a meteor's ooze that makes everything grow, a snack for a crated creature, a scheming husband, and a malevolent millionaire with an insect phobia.",377.312,/4SoyTCEpsgLjX6yAyMsx3AsAyRQ.jpg,1982-11-10,Creepshow,False,6.934,972
False,/3nYlM34QhzdtAvWRV5bN4nLtnTc.jpg,"[27, 53, 12]",578,en,Jaws,"When the seaside community of Amity finds itself under attack by a dangerous great white shark, the town's chief of police, a young marine biologist, and a grizzled hunter embark on a desperate quest to destroy the beast before it strikes again.",351.48,/lxM6kqilAdpdhqUl2biYp5frUxE.jpg,1975-06-20,Jaws,False,7.662,10066
False,/fn4n6uOYcB6Uh89nbNPoU2w80RV.jpg,"[28, 12, 878, 18]",315635,en,Spider-Man: Homecoming,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",295.219,/c24sv2weTHPsmDa7jEMN0m2P3RT.jpg,2017-07-05,Spider-Man: Homecoming,False,7.337,21264
False,/2nyaeISu2xIxIgZYNpX4UayY8PN.jpg,"[28, 12, 878]",141052,en,Justice League,"Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",314.764,/eifGNCSDuxJeS1loAXil5bIGgvC.jpg,2017-11-15,Justice League,False,6.087,12670
False,/nxxCPRGTzxUH8SFMrIsvMmdxHti.jpg,"[35, 14, 10751]",639720,en,IF,A young girl who goes through a difficult experience begins to see everyone's imaginary friends who have been left behind as their real-life friends have grown up.,254.2,/xbKFv4KF3sVYuWKllLlwWDmuZP7.jpg,2024-05-08,IF,False,7.1,106
False,/mg08WeXL6GWEJHUPAf6p9RD7Z1.jpg,"[27, 9648]",635,en,Angel Heart,"Harry Angel, a down-and-out Brooklyn detective, is hired to track down a singer on an odyssey that will take him through the desperate streets of Harlem, the smoke-filled jazz clubs of New Orleans, and the swamps of Louisiana and its seedy underworld of voodoo.",363.423,/h5v3wjJQNB7q2RntEnKDLhKtTFE.jpg,1987-03-06,Angel Heart,False,7.137,1462
False,/qekky2LbtT1wtbD5MDgQvjfZQ24.jpg,"[28, 53]",984324,fr,Le salaire de la peur,"When an explosion at an oil well threatens hundreds of lives, a crack team is called upon to make a deadly desert crossing with nitroglycerine in tow.",242.854,/jFK2ZLQUzo9pea0jfMCHDfvWsx7.jpg,2024-03-28,The Wages of Fear,False,5.857,259
False,/d3Y9L11tgnYIKhAaRWfbaKGCjcM.jpg,"[35, 80, 28, 18]",399170,en,Logan Lucky,"Trying to reverse a family curse, brothers Jimmy and Clyde Logan set out to execute an elaborate robbery during the legendary Coca-Cola 600 race at the Charlotte Motor Speedway.",359.805,/mQrhrBaaHvRfBQq0Px3HtVbH9iE.jpg,2017-08-17,Logan Lucky,False,6.725,3380
False,/9bn8ApCTuqTb7rLoxzyGcyzjuFx.jpg,"[28, 53, 12]",447200,en,Skyscraper,"Framed and on the run, a former FBI agent must save his family from a blazing fire in the world's tallest building.",326.139,/52ml62vClzrlqvXZq2FEW6UF6c1.jpg,2018-07-11,Skyscraper,False,6.316,4836
False,/Aplu2eOGXreDrPsnggjeGblW3bW.jpg,[18],482706,ko,올리고당 더 무비,"A truth tale about ""Oligosaccharide"" written by Crocodile Man. One 'Geun-hyeok' and ten 'Mi-jeongs' put on a sexy adult fantasy!
 Geun-hyeok and Mi-jeong switch bodies after they have intercourse.
 Mi-jeong asks Geun-hyeok for something as she's about to get married...
 Mi-jeong is a call girl who seduces Geun-seok. She's actually a killer. What is she?
 Tae-sik only drinks black coffee and Mi-jeong likes him. Will they come true?
 Tae-sik is a loser who uses his wife to rip money off of other men. Geun-hyeok loves her. What will happen to them?
 What if someone is watching me? Mi-jeong asks detective Geun-hyeok for help...
 ""I have a wife!"" Geun-hyeok drinks with his sexy superior Mi-jeong and thing happen.
 Mi-jeong and her husband have a pile of debt. Mi-jeong goes to her friend Geun-hyeok who can foresee the future.
 Geun-hyeok is perfect and Mi-jeong loves her husband but she can't help feeling unsteady.
 Tae-sik leaves on a suicide journey and meets Mi-jeong. They fall in love...",220.38,/sBrpywCT5M1p5H5oaS5QpruH15Y.jpg,2017-06-15,Oligosaccharide The Movie,False,4.333,9
False,/91wcqNBLHhKWBIhMknG4qa6ejxE.jpg,"[12, 28, 18]",845111,fr,Les trois mousquetaires : Milady,"D'Artagnan, on a quest to rescue the abducted Constance, runs into the mysterious Milady de Winter again. The tension between the Catholics and the Protestants finally escalates, as the king declares war — forcing the now four musketeers into battle. But as the war goes on, they are tested physically, mentally and emotionally.",250.369,/rtosxP5sXuoRFPH4sVbMccLIPiV.jpg,2023-12-13,The Three Musketeers: Milady,False,6.469,434
False,/yjGllQUm28R4X9xD9T5xMszirgw.jpg,"[80, 18]",235,en,Stand by Me,"After learning that a boy their age has been accidentally killed near their rural homes, four Oregon boys decide to go see the body. On the way, Gordie,  Vern, Chris and Teddy encounter a mean junk man and a marsh full of leeches, as they also learn more about one another and their very different home lives. Just a lark at first, the boys' adventure evolves into a defining event in their lives.",341.965,/vz0w9BSehcqjDcJOjRaCk7fgJe7.jpg,1986-08-08,Stand by Me,False,7.855,5659
False,/fW24uPVG36CFc3t9ZZmBx4eZSrw.jpg,"[27, 28, 878]",1151703,en,Island Escape,"Trapped on an island, a team of mercenaries on a rescue mission begin to question everything around them as they encounter threatening creatures living in the shadows.",240.653,/5TA3AmwWKasVMRFGXZk0gRv2Oz6.jpg,2023-08-08,Island Escape,False,4.333,9
False,/9QusGjxcYvfPD1THg6oW3RLeNn7.jpg,"[28, 12, 14]",297802,en,Aquaman,"Half-human, half-Atlantean Arthur Curry is taken on the journey of his lifetime to discover if he is worth of being a king.",398.157,/zdw7Wf97vsQ0YnGomxDqfcEdUjX.jpg,2018-12-07,Aquaman,False,6.896,13722
False,/bsoAg22remHKL5O0xJH0m9DX6Pu.jpg,"[80, 18, 9648, 53]",829,en,Chinatown,"Private eye Jake Gittes lives off of the murky moral climate of sunbaked, pre-World War II Southern California. Hired by a beautiful socialite to investigate her husband's extra-marital affair, Gittes is swept into a maelstrom of double dealings and deadly deceits, uncovering a web of personal and political scandals that come crashing together.",343.708,/mQJz8J4naOA7RmCtypTPjgXZIMY.jpg,1974-06-20,Chinatown,False,7.915,3658
False,/vTlK3chwsEToSoQJYUcJaHlNhIf.jpg,"[12, 18]",618588,en,Arthur the King,"Over the course of ten days and 435 miles, an unbreakable bond is forged between pro adventure racer Michael Light and a scrappy street dog companion dubbed Arthur. As the team is pushed to their outer limits of endurance in the race, Arthur redefines what victory, loyalty and friendship truly mean.",235.069,/zkKB3kOun5DKAkm61pHvLbrjxfa.jpg,2024-03-15,Arthur the King,False,7.806,271
False,/uNMwASFJXcoJ0QYcEVMxnTcTYCZ.jpg,"[27, 53]",960469,en,Natty Knocks,"On Halloween Eve, Britt and the kids she is babysitting have to survive the horror of serial killer Abner Honeywell, who is himself the traumatized son of B-movie horror legend ""Natty Knocks"".",229.859,/sazh8qNbkHDPDSzAhpaRiWXWU98.jpg,2023-07-21,Natty Knocks,False,5.2,17
False,/ilK1JRbMjo4sMJtNKLOKnqRf1RH.jpg,"[10752, 28, 36]",976906,en,Spitfire Over Berlin,"August 1944. With the American Eighth Air Force poised to strike over Nazi Germany, British Intelligence learns that they could be flying into a deadly trap. With only hours to spare, Flight Lieutenant Edward Barnes must fly a life and death mission over Berlin in his unarmed Spitfire to obtain photographic evidence and save the lives of 1200 men.",245.878,/xtPPOPTad1qopK6uDe3VlYUa22o.jpg,2022-05-13,Spitfire Over Berlin,False,5.014,36
False,/3P52oz9HPQWxcwHOwxtyrVV1LKi.jpg,"[28, 35, 12]",383498,en,Deadpool 2,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,304.813,/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg,2018-05-10,Deadpool 2,False,7.487,17112
False,/3W6ifzDqxINcxsZQypwupTPue8m.jpg,"[10749, 18, 35]",323260,cn,鴨王,"Fung looks like a super-heartthrob and was bon with a special endowment, making him the high school idol. He was expelled from school when he was caught fighting on campus. When his mom, the sole provider of his family with her poultry business, had to stop working due to her back problems, Fung decides to support his family financially. And from that moment, his life takes on a tumultuous change…",225.675,/v0YIyJc5EtAGciCZsvqsW2QPRAr.jpg,2015-01-29,The Gigolo,False,4.833,24
False,/c6yfABGVKuB5cjoOwdX4AJMlzUz.jpg,"[35, 14]",620,en,Ghostbusters,"After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.",294.098,/7E8nLijS9AwwUEPu2oFYOVKhdFA.jpg,1984-06-08,Ghostbusters,False,7.485,8653
False,/o7JVhqMmrex1TPbmuxl8YXVlcfl.jpg,"[28, 35, 14]",287947,en,Shazam!,A boy is given the ability to become an adult superhero in times of need with a single magic word.,317.911,/xnopI5Xtky18MPhK40cZAGAOVeV.jpg,2019-03-29,Shazam!,False,7.017,9241
False,/udhU4oOPxAiNltoMVddSRq3lLAk.jpg,"[53, 28, 878]",766507,en,Prey,"When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal.",309.916,/ujr5pztc1oitbe7ViMUOilFaJ7s.jpg,2022-08-02,Prey,False,7.719,6344
False,/uaSIzbRfwLidxRNMvdZAUwW3vtL.jpg,"[28, 14, 10752]",856289,zh,封神第一部：朝歌风云,"Based on the most well-known classical fantasy novel of China, Fengshenyanyi, the trilogy is a magnificent eastern high fantasy epic that recreates the prolonged mythical wars between humans, immortals and monsters, which happened more than three thousand years ago.",249.62,/1v5ZteB49M0RUGYrf9R37Mz8yo2.jpg,2023-07-20,Creation of the Gods I: Kingdom of Storms,False,7.124,266
False,/9c0lHTXRqDBxeOToVzRu0GArSne.jpg,"[878, 28]",935271,en,After the Pandemic,"Set in a post-apocalyptic world where a global airborne pandemic has wiped out 90% of the Earth's population and only the young and immune have endured as scavengers. For Ellie and Quinn, the daily challenges to stay alive are compounded when they become hunted by the merciless Stalkers.",237.022,/p1LbrdJ53dGfEhRopG71akfzOVu.jpg,2022-03-01,After the Pandemic,False,4.806,62
False,/pcWxKfFNCznTKYy0E8M9nG1cwL4.jpg,"[18, 35]",391713,en,Lady Bird,"Lady Bird McPherson, a strong willed, deeply opinionated, artistic 17 year old comes of age in Sacramento. Her relationship with her mother and her upbringing are questioned and tested as she plans to head off to college.",327.156,/gl66K7zRdtNYGrxyS2YDUP5ASZd.jpg,2017-09-01,Lady Bird,False,7.266,8225
False,/gMssbddpo4thHGHMpQEZC00Sq9.jpg,"[28, 18, 10752, 10749, 53]",369885,en,Allied,"In 1942, an intelligence officer in North Africa encounters a female French Resistance fighter on a deadly mission behind enemy lines. When they reunite in London, their relationship is tested by the pressures of war.",317.104,/sV4lXM32quwminL3TP36nlNPp7Q.jpg,2016-11-17,Allied,False,6.791,4418
False,/a4r8xcRwTgKIUKdWtxFXyxTZLeN.jpg,[27],14564,en,Rings,"Julia becomes worried about her boyfriend Holt when he explores the dark urban legend of a mysterious videotape said to kill the watcher seven days after viewing. She sacrifices herself to save her boyfriend and in doing so makes a horrifying discovery: there is a ""movie within the movie"" that no one has ever seen before.",320.238,/5FoczK6tDFzC9OyHiMMNIeNspek.jpg,2017-02-01,Rings,False,4.974,2430
False,/mDfJG3LC3Dqb67AZ52x3Z0jU0uB.jpg,"[12, 28, 878]",299536,en,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",267.265,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,2018-04-25,Avengers: Infinity War,False,8.246,28951
False,/mIKuvEhBvDf9LGxE9x6m0hDR9Au.jpg,"[35, 18]",34152,en,Crooklyn,"From Spike Lee comes this vibrant semi-autobiographical portrait of a school-teacher, her stubborn jazz-musician husband and their five kids living in '70s Brooklyn.",317.848,/iFqe07F78SO0SIBzWcK4I5MwNvP.jpg,1994-05-13,Crooklyn,False,6.78,132
False,/rq6duKhgffOtMs9LqgyhrJ9Y8EX.jpg,"[80, 18, 53]",10155,en,U Turn,"When Bobby's car breaks down in the desert while on the run from some of the bookies who have already taken two of his fingers, he becomes trapped in the nearby small town where the people are stranger than anyone he's encountered. After becoming involved with a young married woman, her husband hires Bobby to kill her. Later, she hires Bobby to kill the husband.",315.826,/lffvjJU8j7RLfz1SJVMfrn2wH6i.jpg,1997-10-03,U Turn,False,6.641,702
False,/hZnnUq0mrUQ3e54SJVca4mf2oAQ.jpg,"[27, 28]",36647,en,Blade,"The Daywalker known as ""Blade"" - a half-vampire, half-mortal man - becomes the protector of humanity against an underground army of vampires.",291.787,/oWT70TvbsmQaqyphCZpsnQR7R32.jpg,1998-08-21,Blade,False,6.785,5773
False,/5ccklJJR9McV3nzAgurdbc5nAlz.jpg,"[878, 27, 28]",9348,en,Species,"In 1993, the Search for Extra Terrestrial Intelligence Project receives a transmission detailing an alien DNA structure, along with instructions on how to splice it with human DNA. The result is Sil, a sensual but deadly creature who can change from a beautiful woman to an armour-plated killing machine in the blink of an eye.",323.01,/cT5wdyo8kT7dycqjrolJ2sHWkFx.jpg,1995-07-07,Species,False,5.964,1569
False,/qX5T5GVAcq2UKaaiAx5SZp1AtlY.jpg,"[80, 28, 878]",198184,en,Chappie,"Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.",300.896,/hpnuXlKKWznTgbheGe4iQXzkuwJ.jpg,2015-03-04,Chappie,False,6.781,7709
False,/fgsHxz21B27hOOqQBiw9L6yWcM7.jpg,[27],439079,en,The Nun,A priest with a haunted past and a novice on the threshold of her final vows are sent by the Vatican to investigate the death of a young nun in Romania and confront a malevolent force in the form of a demonic nun.,290.143,/sFC1ElvoKGdHJIWRpNB3xWJ9lJA.jpg,2018-09-05,The Nun,False,5.89,6464
False,/8rpDcsfLJypbO6vREc0547VKqEv.jpg,"[878, 12, 28]",76600,en,Avatar: The Way of Water,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",239.029,/t6HIqrRAclMCA60NsSmeqe9RmNV.jpg,2022-12-14,Avatar: The Way of Water,False,7.6,11341
False,/8moTOzunF7p40oR5XhlDvJckOSW.jpg,[27],474350,en,It Chapter Two,"27 years after overcoming the malevolent supernatural entity Pennywise, the former members of the Losers' Club, who have grown up and moved away from Derry, are brought back together by a devastating phone call.",277.125,/zfE0R94v1E8cuKAerbskfD3VfUt.jpg,2019-09-04,It Chapter Two,False,6.846,8442
False,/14QbnygCuTO0vl7CAFmPf1fgZfV.jpg,"[28, 12, 878]",634649,en,Spider-Man: No Way Home,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",249.596,/1g0dhYtq4irTY1GPXvft6k4YLjm.jpg,2021-12-15,Spider-Man: No Way Home,False,7.966,19458
False,/dENLz9Np9EV5Ro8UIBhbKC8BmSS.jpg,"[53, 28, 18, 878]",61791,en,Rise of the Planet of the Apes,"A highly intelligent chimpanzee named Caesar has been living a peaceful suburban life ever since he was born. But when he gets taken to a cruel primate facility, Caesar decides to revolt against those who have harmed him.",212.791,/cjLsuP75UDlRdJVMXzXg3TJ4umX.jpg,2011-08-03,Rise of the Planet of the Apes,False,7.319,11476
False,/6zbKgwgaaCyyBXE4Sun4oWQfQmi.jpg,"[28, 53]",615457,en,Nobody,"Hutch Mansell, a suburban dad, overlooked husband, nothing neighbor — a ""nobody."" When two thieves break into his home one night, Hutch's unknown long-simmering rage is ignited and propels him on a brutal path that will uncover dark secrets he fought to leave behind.",297.146,/oBgWY00bEFeZ9N25wWVyuQddbAo.jpg,2021-03-18,Nobody,False,7.968,6777
False,/dmgFJdivUmV4vGLkbPD49KVjlHx.jpg,"[53, 80, 18, 9648]",395458,en,Suburbicon,"In the quiet family town of Suburbicon during the 1950s, the best and worst of humanity is hilariously reflected through the deeds of seemingly ordinary people. When a home invasion turns deadly, a picture-perfect family turns to blackmail, revenge and murder.",303.566,/a3IHgSwO5jWPLcGjKqbQ7pxVGkq.jpg,2017-10-26,Suburbicon,False,5.885,1642
False,/aRka9neADW1M0Zf9lF8kW2jEgXe.jpg,"[27, 53]",948,en,Halloween,"Fifteen years after murdering his sister on Halloween Night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",288.213,/wijlZ3HaYMvlDTPqJoTCWKFkCPU.jpg,1978-10-24,Halloween,False,7.555,5356
False,/9il7qNbeYnPMYlutsVYDsj4hRyb.jpg,"[18, 28]",480530,en,Creed II,"Between personal obligations and training for his next big fight against an opponent with ties to his family's past, Adonis Creed is up against the challenge of his life.",290.521,/v3QyboWRoA4O9RbcsqH8tJMe8EB.jpg,2018-11-21,Creed II,False,7.03,5263
False,/cRR7N8WzOkby776y6I4vW0GQXrJ.jpg,"[18, 878]",62215,en,Melancholia,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,300.765,/kd0PqvTsJd6DOY7Jxu0R4vEfpsj.jpg,2011-05-26,Melancholia,False,7.195,3381
False,/keIxh0wPr2Ymj0Btjh4gW7JJ89e.jpg,"[28, 12, 878]",497698,en,Black Widow,"Natasha Romanoff, also known as Black Widow, confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises. Pursued by a force that will stop at nothing to bring her down, Natasha must deal with her history as a spy and the broken relationships left in her wake long before she became an Avenger.",303.005,/kwB7d51AIcyzPOBOHLCEZJkmPhQ.jpg,2021-07-07,Black Widow,False,7.255,9843
False,/hxWcdGQ1YOnnTa4BMC8XQmDBt7x.jpg,"[80, 18, 53]",27579,en,The American,"Dispatched to a small Italian town to await further orders, assassin Jack embarks on a double life that may be more relaxing than is good for him.",301.631,/5OEOsRaBsSxD0qBtAhus0iKDzr.jpg,2010-08-31,The American,False,5.948,1300
False,/omHLKG9Q51tS0TlsiuJgw28D1uN.jpg,"[10749, 18]",895959,en,Float,"Waverly thought she had her future figured out, she’d start her medical residency in Toronto after a summer visit to her parents in Taipei. When her plans suddenly change, she makes an impulsive detour to a small Canadian town where she meets local lifeguard Blake. After he saves her from nearly drowning at a beach party, Blake offers to teach Waverly to swim, and as the lessons continue, the two unexpectedly find themselves falling in love.",188.949,/kPpaxvoQJ2xomVtirSqbDDNl79T.jpg,2024-02-09,Float,False,6.984,64
